"","Coral Region","Genus","Year","Number of Samples","Minimum Value (Percent Cover)","Maximum Value (Percent Cover)","Median (Percent Cover)","Mean (Percent Cover)","Standard Deviation (Percent Cover)","Programs with Data"
"160","FLA KEYS","Millepora",2014,266,1,12,1,1.83082706766917,1.33655035840315,"3022"
"161","FLA KEYS","Millepora",2015,45,1,4,1,1.44444444444444,0.692674512161361,"3022"
"162","FLA KEYS","Millepora",2016,52,1,5,1,1.59615384615385,0.869067911437765,"3022"
"163","FLA KEYS","Millepora",2018,27,1,5,1,1.74074074074074,1.09518500694184,"3022"
"164","FLA KEYS","Montastraea",1999,80,0,7,0,0.375,1.02345901453374,"169"
"165","FLA KEYS","Montastraea",2000,46,0,10,0,1,2.04396129556745,"169"
"166","FLA KEYS","Montastraea",2001,83,0,12,0,0.63855421686747,1.95422190400002,"169"
"167","FLA KEYS","Montastraea",2002,27,0,8,0,0.888888888888889,1.62512326948624,"169"
"168","FLA KEYS","Montastraea",2005,161,0,17,0,1.40993788819876,3.11342265378763,"169"
"169","FLA KEYS","Montastraea",2009,158,0,22,0,0.588607594936709,2.10589027374113,"169"
"170","FLA KEYS","Montastraea",2014,85,1,23,2,3.91764705882353,4.32383142678839,"3022"
"171","FLA KEYS","Montastraea",2015,35,1,26,2,3.57142857142857,4.76065810011793,"3022"
"172","FLA KEYS","Montastraea",2016,32,1,13,1,2.25,2.42300799460825,"3022"
"173","FLA KEYS","Montastraea",2018,14,1,9,1,2.64285714285714,2.56026269256595,"3022"
"174","FLA KEYS","Muricea",1999,400,0,0,0,0,0,"169"
"175","FLA KEYS","Muricea",2000,230,0,0,0,0,0,"169"
"176","FLA KEYS","Muricea",2001,415,0,1,0,0.00240963855421687,0.0490880693673816,"169"
"177","FLA KEYS","Muricea",2002,135,0,0,0,0,0,"169"
"178","FLA KEYS","Muricea",2005,805,0,1,0,0.00496894409937888,0.0703591022056647,"169"
"179","FLA KEYS","Muricea",2009,790,0,1,0,0.00126582278481013,0.035578403348241,"169"
"180","FLA KEYS","Muriceopsis",1999,80,0,0,0,0,0,"169"
"181","FLA KEYS","Muriceopsis",2000,46,0,0,0,0,0,"169"
"182","FLA KEYS","Muriceopsis",2001,83,0,0,0,0,0,"169"
"183","FLA KEYS","Muriceopsis",2002,27,0,0,0,0,0,"169"
"184","FLA KEYS","Muriceopsis",2005,161,0,0,0,0,0,"169"
"185","FLA KEYS","Muriceopsis",2009,158,0,0,0,0,0,"169"
"186","FLA KEYS","Mussa",1999,80,0,0,0,0,0,"169"
"187","FLA KEYS","Mussa",2000,46,0,0,0,0,0,"169"
"188","FLA KEYS","Mussa",2001,83,0,0,0,0,0,"169"
"189","FLA KEYS","Mussa",2002,27,0,0,0,0,0,"169"
"190","FLA KEYS","Mussa",2005,161,0,1,0,0.0062111801242236,0.0788110406239101,"169"
"191","FLA KEYS","Mussa",2009,158,0,0,0,0,0,"169"
"192","FLA KEYS","Mussa",2014,2,1,1,1,1,0,"3022"
"193","FLA KEYS","Mussa",2016,1,1,1,1,1,NA,"3022"
"194","FLA KEYS","Mycetophyllia",1999,400,0,0,0,0,0,"169"
"195","FLA KEYS","Mycetophyllia",2000,230,0,1,0,0.00869565217391304,0.0930466543927164,"169"
"196","FLA KEYS","Mycetophyllia",2001,415,0,0,0,0,0,"169"
"197","FLA KEYS","Mycetophyllia",2002,135,0,0,0,0,0,"169"
"198","FLA KEYS","Mycetophyllia",2005,805,0,1,0,0.0062111801242236,0.0786147488107082,"169"
"199","FLA KEYS","Mycetophyllia",2009,790,0,1,0,0.00126582278481013,0.035578403348241,"169"
"200","FLA KEYS","Mycetophyllia",2014,1,1,1,1,1,NA,"3022"
"201","FLA KEYS","Mycetophyllia",2015,1,1,1,1,1,NA,"3022"
"202","FLA KEYS","Mycetophyllia",2016,1,1,1,1,1,NA,"3022"
"203","FLA KEYS","Oculina",1999,80,0,0,0,0,0,"169"
"204","FLA KEYS","Oculina",2000,46,0,1,0,0.0217391304347826,0.147441956154897,"169"
"205","FLA KEYS","Oculina",2001,83,0,1,0,0.0120481927710843,0.10976425998969,"169"
"206","FLA KEYS","Oculina",2002,27,0,0,0,0,0,"169"
"207","FLA KEYS","Oculina",2005,161,0,1,0,0.0186335403726708,0.135648889114553,"169"
"208","FLA KEYS","Oculina",2009,158,0,0,0,0,0,"169"
"209","FLA KEYS","Oculina",2014,6,1,2,1,1.33333333333333,0.516397779494322,"3022"
"210","FLA KEYS","Oculina",2015,2,1,4,2.5,2.5,2.12132034355964,"3022"
"211","FLA KEYS","Oculina",2016,1,2,2,2,2,NA,"3022"
"212","FLA KEYS","Orbicella",1999,320,0,12,0,0.240625,1.08635289733809,"169"
"213","FLA KEYS","Orbicella",2000,184,0,7,0,0.304347826086957,0.977776337860809,"169"
"214","FLA KEYS","Orbicella",2001,332,0,25,0,0.283132530120482,1.77715066267635,"169"
"215","FLA KEYS","Orbicella",2002,108,0,7,0,0.518518518518518,1.28602467586885,"169"
"216","FLA KEYS","Orbicella",2005,644,0,25,0,0.350931677018634,1.5817236896729,"169"
"217","FLA KEYS","Orbicella",2009,632,0,21,0,0.30379746835443,1.5762052395964,"169"
"218","FLA KEYS","Orbicella",2014,116,1,35,4,6.13793103448276,6.78091510013231,"3022"
"219","FLA KEYS","Orbicella",2015,33,1,19,2,3.81818181818182,4.29719781845205,"3022"
"220","FLA KEYS","Orbicella",2016,27,1,39,3,6,8.77934639235308,"3022"
"221","FLA KEYS","Orbicella",2018,5,1,8,2,3.6,2.88097205817759,"3022"
"222","FLA KEYS","Palythoa",1999,80,0,28,0,1.6,4.02712323116482,"169"
"223","FLA KEYS","Palythoa",2000,46,0,14,0,1.8695652173913,3.65518624333015,"169"
"224","FLA KEYS","Palythoa",2001,83,0,31,2,3.68674698795181,4.83111791042948,"169"
"225","FLA KEYS","Palythoa",2002,27,0,1,0,0.0740740740740741,0.266880256341812,"169"
"226","FLA KEYS","Palythoa",2005,161,0,27,0,2.52173913043478,4.94985726627766,"169"
"227","FLA KEYS","Palythoa",2009,158,0,20,1,2.4493670886076,4.11389980084518,"169"
"228","FLA KEYS","Palythoa",2014,159,1,33,3,5.06918238993711,6.24106398837808,"3022"
"229","FLA KEYS","Palythoa",2015,45,1,18,3,5.11111111111111,4.4783429475148,"3022"
"230","FLA KEYS","Palythoa",2016,32,1,29,2.5,5.1875,6.77013127046698,"3022"
"231","FLA KEYS","Palythoa",2018,15,1,15,3,4.06666666666667,3.91821144814582,"3022"
"232","FLA KEYS","Phyllangia",1999,80,0,0,0,0,0,"169"
"233","FLA KEYS","Phyllangia",2000,46,0,0,0,0,0,"169"
"234","FLA KEYS","Phyllangia",2001,83,0,0,0,0,0,"169"
"235","FLA KEYS","Phyllangia",2002,27,0,0,0,0,0,"169"
"236","FLA KEYS","Phyllangia",2005,161,0,0,0,0,0,"169"
"237","FLA KEYS","Phyllangia",2009,158,0,0,0,0,0,"169"
"238","FLA KEYS","Plexaura",1999,160,0,0,0,0,0,"169"
"239","FLA KEYS","Plexaura",2000,92,0,0,0,0,0,"169"
"240","FLA KEYS","Plexaura",2001,166,0,1,0,0.00602409638554217,0.0776150525706333,"169"
"241","FLA KEYS","Plexaura",2002,54,0,0,0,0,0,"169"
"242","FLA KEYS","Plexaura",2005,322,0,0,0,0,0,"169"
"243","FLA KEYS","Plexaura",2009,316,0,0,0,0,0,"169"
"244","FLA KEYS","Plexaurella",1999,480,0,0,0,0,0,"169"
"245","FLA KEYS","Plexaurella",2000,276,0,0,0,0,0,"169"
"246","FLA KEYS","Plexaurella",2001,498,0,0,0,0,0,"169"
"247","FLA KEYS","Plexaurella",2002,162,0,0,0,0,0,"169"
"248","FLA KEYS","Plexaurella",2005,966,0,1,0,0.0010351966873706,0.0321744726043893,"169"
"249","FLA KEYS","Plexaurella",2009,948,0,0,0,0,0,"169"
"250","FLA KEYS","Porites",1999,560,0,3,0,0.0589285714285714,0.264322664065274,"169"
"251","FLA KEYS","Porites",2000,322,0,3,0,0.0683229813664596,0.3181767294816,"169"
"252","FLA KEYS","Porites",2001,581,0,9,0,0.278829604130809,1.08661892896142,"169"
"253","FLA KEYS","Porites",2002,189,0,2,0,0.0793650793650794,0.30778484307244,"169"
"254","FLA KEYS","Porites",2005,1127,0,10,0,0.17036379769299,0.693339379043137,"169"
"255","FLA KEYS","Porites",2009,1106,0,12,0,0.15370705244123,0.707982795688527,"169"
"256","FLA KEYS","Porites",2014,329,1,23,1,2.07598784194529,2.24498105806513,"3022"
"257","FLA KEYS","Porites",2015,61,1,6,1,1.55737704918033,0.957855071917362,"3022"
"258","FLA KEYS","Porites",2016,44,1,5,1,1.65909090909091,0.913546165332931,"3022"
"259","FLA KEYS","Porites",2018,16,1,10,1,2.125,2.3629078131263,"3022"
"260","FLA KEYS","Pseudodiploria",1999,160,0,2,0,0.0625,0.267471270425713,"169"
"261","FLA KEYS","Pseudodiploria",2000,92,0,1,0,0.0108695652173913,0.104257207028537,"169"
"262","FLA KEYS","Pseudodiploria",2001,166,0,1,0,0.0240963855421687,0.153812448915561,"169"
"263","FLA KEYS","Pseudodiploria",2002,54,0,0,0,0,0,"169"
"264","FLA KEYS","Pseudodiploria",2005,322,0,2,0,0.0527950310559006,0.250249000434014,"169"
"265","FLA KEYS","Pseudodiploria",2009,316,0,2,0,0.0316455696202532,0.192589243825953,"169"
"266","FLA KEYS","Pseudodiploria",2014,34,1,6,2,2.23529411764706,1.39390064272262,"3022"
"267","FLA KEYS","Pseudodiploria",2015,10,1,6,2,2.5,1.84089350286454,"3022"
"268","FLA KEYS","Pseudodiploria",2016,5,1,4,2,2,1.22474487139159,"3022"
"269","FLA KEYS","Pseudoplexaura",1999,320,0,0,0,0,0,"169"
"270","FLA KEYS","Pseudoplexaura",2000,184,0,0,0,0,0,"169"
"271","FLA KEYS","Pseudoplexaura",2001,332,0,1,0,0.00602409638554217,0.0774977206024589,"169"
"272","FLA KEYS","Pseudoplexaura",2002,108,0,0,0,0,0,"169"
"273","FLA KEYS","Pseudoplexaura",2005,644,0,1,0,0.0015527950310559,0.039405520311955,"169"
"274","FLA KEYS","Pseudoplexaura",2009,632,0,1,0,0.00316455696202532,0.0562098017812301,"169"
"275","FLA KEYS","Pterogorgia",1999,240,0,0,0,0,0,"169"
"276","FLA KEYS","Pterogorgia",2000,138,0,0,0,0,0,"169"
"277","FLA KEYS","Pterogorgia",2001,249,0,1,0,0.0120481927710843,0.109320766216471,"169"
"278","FLA KEYS","Pterogorgia",2002,81,0,0,0,0,0,"169"
"279","FLA KEYS","Pterogorgia",2005,483,0,1,0,0.0020703933747412,0.045501575519329,"169"
"280","FLA KEYS","Pterogorgia",2009,474,0,0,0,0,0,"169"
"281","FLA KEYS","Scolymia",1999,80,0,0,0,0,0,"169"
"282","FLA KEYS","Scolymia",2000,46,0,0,0,0,0,"169"
"283","FLA KEYS","Scolymia",2001,83,0,0,0,0,0,"169"
"284","FLA KEYS","Scolymia",2002,27,0,1,0,0.037037037037037,0.192450089729875,"169"
"285","FLA KEYS","Scolymia",2005,161,0,0,0,0,0,"169"
"286","FLA KEYS","Scolymia",2009,158,0,0,0,0,0,"169"
"287","FLA KEYS","Scolymia",2016,1,1,1,1,1,NA,"3022"
"288","FLA KEYS","Siderastrea",1999,160,0,6,0,0.31875,0.780032856911576,"169"
"289","FLA KEYS","Siderastrea",2000,92,0,9,0,0.934782608695652,1.78395996004251,"169"
"290","FLA KEYS","Siderastrea",2001,166,0,12,0,0.542168674698795,1.49586261578923,"169"
"291","FLA KEYS","Siderastrea",2002,54,0,10,0,0.851851851851852,1.75270580475315,"169"
"292","FLA KEYS","Siderastrea",2005,322,0,11,0,1.00931677018634,2.04693528965364,"169"
"293","FLA KEYS","Siderastrea",2009,316,0,14,0,0.765822784810127,1.92120240629544,"169"
"294","FLA KEYS","Siderastrea",2014,298,1,26,2,3.67785234899329,3.69961041970463,"3022"
"295","FLA KEYS","Siderastrea",2015,94,1,16,2,4.37234042553191,3.89922529541058,"3022"
"296","FLA KEYS","Siderastrea",2016,87,1,16,2,3.39080459770115,3.1117045423768,"3022"
"297","FLA KEYS","Siderastrea",2018,55,1,16,2,3.96363636363636,4.12294229872954,"3022"
"298","FLA KEYS","Solenastrea",1999,160,0,1,0,0.00625,0.0790569415042095,"169"
"299","FLA KEYS","Solenastrea",2000,92,0,1,0,0.0108695652173913,0.104257207028537,"169"
"300","FLA KEYS","Solenastrea",2001,166,0,1,0,0.0180722891566265,0.133615983722918,"169"
"301","FLA KEYS","Solenastrea",2002,54,0,0,0,0,0,"169"
"302","FLA KEYS","Solenastrea",2005,322,0,1,0,0.0186335403726708,0.135437433196259,"169"
"303","FLA KEYS","Solenastrea",2009,316,0,1,0,0.0158227848101266,0.124987441603424,"169"
"304","FLA KEYS","Solenastrea",2014,20,1,6,1,1.65,1.22581873821025,"3022"
"305","FLA KEYS","Solenastrea",2015,7,1,2,1,1.42857142857143,0.534522483824849,"3022"
"306","FLA KEYS","Solenastrea",2016,3,1,4,3,2.66666666666667,1.52752523165195,"3022"
"307","FLA KEYS","Solenastrea",2018,4,1,1,1,1,0,"3022"
"308","FLA KEYS","Stephanocoenia",1999,80,0,2,0,0.1125,0.389538838024033,"169"
"309","FLA KEYS","Stephanocoenia",2000,46,0,3,0,0.521739130434783,0.722315118514615,"169"
"310","FLA KEYS","Stephanocoenia",2001,83,0,6,0,0.168674698795181,0.762205994633,"169"
"311","FLA KEYS","Stephanocoenia",2002,27,0,5,0,0.666666666666667,1.35873244097351,"169"
"312","FLA KEYS","Stephanocoenia",2005,161,0,3,0,0.521739130434783,0.7991163598136,"169"
"313","FLA KEYS","Stephanocoenia",2009,158,0,5,0,0.272151898734177,0.745677430450323,"169"
"314","FLA KEYS","Stephanocoenia",2014,112,1,6,1,1.97321428571429,1.29071403821401,"3022"
"315","FLA KEYS","Stephanocoenia",2015,62,1,7,1,1.96774193548387,1.40219665999265,"3022"
"316","FLA KEYS","Stephanocoenia",2016,45,1,7,2,2.46666666666667,1.7658374268833,"3022"
"317","FLA KEYS","Stephanocoenia",2018,21,1,6,2,2.33333333333333,1.59164485150844,"3022"
